,url,location,bed,bath,area,price
26170,https://www.rumah.com/listing-properti/dijual-pasadena-residence-oleh-stephen-pratama-sanjaya-21518990,"Boluevard Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",4.0,4.0,283 m²,"7,1927 M"
10287,https://www.rumah.com/listing-properti/dijual-jual-rumah-luas-bebas-banjir-strategis-dekat-pamulang-tangsel-harga-all-in-bisa-kpr-oleh-sarah-maghfiratan-warahmah-20560963,"Pamulang, Tangerang Selatan, Banten",3.0,3.0,100 m²,"1,275 M"
15208,https://www.rumah.com/listing-properti/dijual-rumah-discovery-brand-new-5-kamar-tidur-siap-huni-fn-8019-dz-oleh-shanty-suntea-21731218,"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",5.0,5.0,270 m²,5 M
27511,https://www.rumah.com/listing-properti/dijual-serpong-jaya-oleh-ita-y-21018354,"Serpong, Tangerang Selatan, Banten",2.0,2.0,55 m²,"1,2 M"
16936,https://www.rumah.com/listing-properti/dijual-cluster-discovery-bintaro-jaya-sektor-9-oleh-amdoni-16154542,"Discovery, Bintaro, Tangerang Selatan, Banten",4.0,3.0,180 m²,"3,7 M"
26008,https://www.rumah.com/listing-properti/dijual-dijual-rumah-hook-asri-dengan-tanah-luas-di-kebayoran-bintaro-oleh-delfani-al-qutdri-adell-20566380,"Bintaro, Tangerang Selatan, Banten",7.0,4.0,400 m²,13 M
14317,https://www.rumah.com/listing-properti/dijual-serpong-oleh-hambali-17492315,"Jln.pendidikan Jalan al Inayah, Serpong, Tangerang Selatan, Banten",2.0,1.0,40 m²,450 jt
18854,https://www.rumah.com/listing-properti/dijual-les-belles-maisons-oleh-reza-eka-nanda-21694748,"BSD, Tangerang Selatan, Banten",4.0,4.0,426 m²,6 M
27950,https://www.rumah.com/listing-properti/dijual-pachira-residence-bintaro-oleh-indah-trisnowati-17576296,"Bintaro, Tangerang Selatan, Banten",3.0,3.0,86 m²,"1,5 M"
3260,https://www.rumah.com/listing-properti/dijual-rumah-baru-bsd-siap-huni-cuma-5-menit-ke-tol-jelupang-jakarta-oleh-danur-priyambodo-21813335,"BSD, Tangerang Selatan, Banten",4.0,4.0,120 m²,"1,99 M"
28872,https://www.rumah.com/listing-properti/dijual-alam-sutra-oleh-nova-ruviyanti-19916605,"Alam Sutra, Alam Sutera, Tangerang Selatan, Banten",3.0,3.0,116 m²,"1,35 M"
17651,https://www.rumah.com/listing-properti/dijual-green-orchid-residence-oleh-nauqi-irfan-fakhrijal-21707534,"Jl. Raya Serang, Serpong, Tangerang Selatan, Banten",3.0,2.0,55 m²,"954,5 jt"
4410,https://www.rumah.com/listing-properti/dijual-rumah-dekat-stasiun-oleh-erna-21669480,"Jl kebon kopi pengasinan gunung Sindur, Serpong, Tangerang Selatan, Banten",3.0,3.0,66 m²,650 jt
17191,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-ada-swimming-pool-dkt-bintaro-sektor-8-wd33473-oleh-widya-suci-21712654,"Bintaro, Tangerang Selatan, Banten",3.0,4.0,234 m²,"5,5 M"
13034,https://www.rumah.com/listing-properti/dijual-kencana-loka-12-5-bsd-oleh-aloysius-21749943,"BSD, Tangerang Selatan, Banten",3.0,2.0,110 m²,"1,6 M"
1010,https://www.rumah.com/listing-properti/dijual-kencana-loka-bsd-oleh-mudji-fathurrahman-21806118,"Serpong, Tangerang Selatan, Banten",2.0,1.0,60 m²,1 M
13619,https://www.rumah.com/listing-properti/dijual-rumah-komplek-di-pondok-benda-pamulang-tangerang-selatan-oleh-hasan-hadi-21140308,"Pamulang, Tangerang Selatan, Banten",2.0,2.0,100 m²,"1,15 M"
8881,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-9-puri-bintaro10213-oleh-wanti-21788424,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,90 m²,"2,3 M"
11341,https://www.rumah.com/listing-properti/dijual-kebayoran-bintaro-oleh-santi-20993660,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,216 m²,"4,95 M"
455,https://www.rumah.com/listing-properti/dijual-kencana-loka-bsd-oleh-marlidian-anggraini-21824569,"Serpong, Tangerang Selatan, Banten",3.0,2.0,70 m²,"2,4 M"
28200,https://www.rumah.com/listing-properti/dijual-bintaro-sektor-7-oleh-deden-21387036,"Jl bintaro sektor 7, Bintaro, Tangerang Selatan, Banten",3.0,4.0,380 m²,6 M
6335,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-2-lantai-strategis-di-magani-residence-3-pamulang-tangerang-selatan-oleh-herawati-20836329,"Jl. Masjid Jami Al-Istiqomah, Benda Baru, Pamulang, Tangerang Selatan, Banten",3.0,2.0,66 m²,789 jt
14126,https://www.rumah.com/listing-properti/dijual-kebayoran-residence-bintaro-jaya-oleh-yunia-rasidin-21742247,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,285 m²,7 M
23068,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-dalam-cluster-the-springs-gading-sepong-oleh-deny-18312284,"JL Gading Sepong Boulevard, Gading Serpong, Tangerang Selatan, Banten",3.0,3.0,155 m²,"2,55 M"
21722,https://www.rumah.com/listing-properti/dijual-delatinos-bsd-city-oleh-susy-20317766,"BSD, Tangerang Selatan, Banten",4.0,3.0,180 m²,4 M
21797,https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-2-lantai-di-puri-bintaro-jaya-sektor-9-oleh-yenny-20818052,"Puri Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",5.0,3.0,170 m²,3 M
13281,https://www.rumah.com/listing-properti/dijual-bsd-de-latinos-oleh-robby-21748465,"Cluster Costa Rica, BSD, Tangerang Selatan, Banten",4.0,3.0,200 m²,"2,7 M"
2564,https://www.rumah.com/listing-properti/dijual-rumah-mewah-minimalis-booking-10juta-langsung-akad-tanpa-dp-gratis-biaya-surat2-di-pamulang-oleh-ahmad-yusuf-lubis-21817076,"jln.Inpres Pamulang, Pondok Aren, Tangerang Selatan, Banten",3.0,2.0,52 m²,"1,099 M"
9228,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-bale-parigi-bintaro-siap-huni-3-lantai-lingkungan-asri-oleh-gunawan-21646993,"Mujahidin, Bintaro, Tangerang Selatan, Banten",3.0,2.0,75 m²,"1,6 M"
14384,https://www.rumah.com/listing-properti/dijual-promo-rumah-type36-alam-serua-2-dekat-stasiun-sudimara-oleh-nisa-21649504,"Jl Cilalung 3 Jombang, Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",2.0,1.0,36 m²,"619,24 jt"
26151,https://www.rumah.com/listing-properti/dijual-bsd-city-oleh-yoehanes-kurniawan-17854543,"BSD, Tangerang Selatan, Banten",5.0,3.0,215 m²,"2,6 M"
25691,https://www.rumah.com/listing-properti/dijual-disewakan-rumah-di-garuda-bintaro-jaya-sektor-1-rapih-dan-siap-huni-oleh-hera-21634334,"Bintaro, Tangerang Selatan, Banten",2.0,1.0,180 m²,150 jt
11086,https://www.rumah.com/listing-properti/dijual-townhouse-terracehouse-jl-rusa-iv-no-111-pd-ranji-kec-ciputat-tim-kota-tangerang-selatan-ba-oleh-ayu-diah-rahmawati-21203061,"Townhouse Terracehouse, Jl. Rusa IV, Ciputat Timur, Tangerang Selatan, Banten",3.0,2.0,132 m²,"1,68 M"
10570,https://www.rumah.com/listing-properti/dijual-discovery-bintaro-oleh-amelia-putri-21768688,"Bintaro, Tangerang Selatan, Banten",5.0,5.0,309 m²,"4,7 M"
22996,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-full-furnish-siap-huni-di-graha-raya-af2227-oleh-arif-gunawan-20835473,"Serpong Utara, Tangerang Selatan, Banten",3.0,3.0,68 m²,"1,5 M"
28604,https://www.rumah.com/listing-properti/dijual-rumah-2-kavling-swimming-pool-river-park-bintaro-jaya-sektor-8-oleh-sofiana-dewi-21495737,"Pondok Aren, Tangerang Selatan, Banten",4.0,4.0,1000 m²,50 M
28955,https://www.rumah.com/listing-properti/dijual-nykka-at-alam-sutera-narada-pakulonan-kec-serpong-utara-kota-tangerang-selatan-oleh-retno-adiningtyas-21586993,"Nykka at Alam Sutera Narada - Tangerang Selatan, Alam Sutera, Tangerang Selatan, Banten",5.0,4.0,209 m²,"5,869 M"
26581,https://www.rumah.com/listing-properti/dijual-townhouse-baru-ciputat-bintaro-free-biaya-surat-surat-oleh-yulia-fitri-21600077,"Ciputat Bintaro, Ciputat, Tangerang Selatan, Banten",4.0,4.0,140 m²,"2,2 M"
14359,https://www.rumah.com/listing-properti/dijual-rumah-kucica-sektor-9-bintaro-jaya-oleh-wanwan-20243139,"Komplek Kucica Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2.0,1.0,90 m²,"1,7 M"
9326,https://www.rumah.com/listing-properti/dijual-giriloka-oleh-vivi-agustina-19251974,"Giriloka, BSD, Tangerang Selatan, Banten",6.0,3.0,400 m²,"4,5 M"
26382,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-emerald-view-sektor-9-bintaro-jaya-oleh-gito-17920133,"Emerald View , Sektor 9 , Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",4.0,3.0,145 m²,"3,5 M"
5521,https://www.rumah.com/listing-properti/dijual-dijual-perumahan-jadepark-serpong-tangsel-oleh-lilik-20553468,"Serpong, Tangerang Selatan, Banten",3.0,3.0,70 m²,960 jt
13798,https://www.rumah.com/listing-properti/dijual-breezyhouse-cluster-myza-tipe-t-88-oleh-heny-risakotta-21000317,"BSD, Tangerang Selatan, Banten",4.0,3.0,88 m²,"2,2 M"
23689,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-di-pondok-cabe-tangerang-selatan-lokasi-strategis-oleh-yakin-muji-ali-21085019,"Pondok cabe ilir pamulang tangerang selatan, Pamulang, Tangerang Selatan, Banten",2.0,1.0,65 m²,"1,08 M"
14561,https://www.rumah.com/listing-properti/dijual-perum-10ds-tangerang-oleh-lysa-20726170,"Jurang Mangu, Pondok Aren, Tangerang Selatan, Banten",9.0,5.0,230 m²,"2,6 M"
21119,https://www.rumah.com/listing-properti/dijual-rumah-brand-new-renovasi-masuk-kawasan-bintaro-am-9297-rd-oleh-ade-muliana-21673605,"Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",3.0,2.0,135 m²,"2,85 M"
16213,https://www.rumah.com/listing-properti/dijual-emerald-bintaro-oleh-ika-indayanti-21101138,"Emerald Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",5.0,4.0,200 m²,"5,8 M"
5456,https://www.rumah.com/listing-properti/dijual-sevilla-bsd-tangsel-oleh-rima-nasution-21097036,"BSD, Tangerang Selatan, Banten",5.0,5.0,275 m²,4 M
19124,https://www.rumah.com/listing-properti/dijual-bintaro-oleh-kenji-haritz-21401569,"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",5.0,3.0,90 m²,"2,85 M"
7004,https://www.rumah.com/listing-properti/dijual-bintaro-sektor-5-oleh-agustin-kardina-21793276,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,120 m²,"1,675 M"
19438,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-puri-padi-cluster-bintaro-tegal-rotan-dijual-dekat-tol-stasiun-oleh-yulia-rachmawati-20344708,"Pondok Aren, Tangerang Selatan, Banten",5.0,4.0,163 m²,"3,3 M"
13116,https://www.rumah.com/listing-properti/dijual-britania-hills-lite-oleh-anisa-fitriyanti-21342753,"Jl.cendana rawakalong, nempel villa pamulang, Ciputat Timur, Tangerang Selatan, Banten",2.0,1.0,36 m²,499 jt
4116,https://www.rumah.com/listing-properti/dijual-hylands-greenwich-park-oleh-afandi-20551473,"jl.Hylands, BSD, Tangerang Selatan, Banten",3.0,2.0,70 m²,"1,75 M"
18990,https://www.rumah.com/listing-properti/dijual-laurel-oleh-danny-daniel-19291063,"BSD, Tangerang Selatan, Banten",4.0,4.0,441 m²,"15,27 M"
27155,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-1-lantai-funished-di-taman-permata-bintaro-8801-gb-oleh-fanta-r-tan-21619225,"Taman Permata Bintaro, Bintaro, Tangerang Selatan, Banten",2.0,1.0,100 m²,"1,95 M"
8686,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-cantik-cluster-exclusive-ciputat-timur-oleh-dadang-rosniandar-dadang-drd-19555281,"jln wr supratman ciputat timur, Ciputat Timur, Tangerang Selatan, Banten",4.0,4.0,130 m²,"2,4 M"
23954,https://www.rumah.com/listing-properti/dijual-sektor-5-bintaro-jaya-oleh-moko-21641511,"Sektor 5 Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten",5.0,3.0,200 m²,"2,5 M"
21818,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-termurah-di-tangerang-selatan-oleh-mustika-nur-alam-21135810,"jl. inpres, Pamulang, Tangerang Selatan, Banten",3.0,2.0,60 m²,700 jt
11075,https://www.rumah.com/listing-properti/dijual-rumah-tanpa-furniture-2-lantai-di-discovery-cielo-bintaro-sc-10709-oleh-gebie-21765391,"Discovery Cielo Bintaro, Bintaro, Tangerang Selatan, Banten",3.0,2.0,117 m²,4 M
23735,https://www.rumah.com/listing-properti/dijual-alam-sutera-palmyra-oleh-marthawati-setyowati-18187584,"Alam Sutera, Tangerang Selatan, Banten",9.0,5.0,500 m²,"7,2 M"
3869,https://www.rumah.com/listing-properti/dijual-rumah-bintaro-jaya-emerald-1299-oleh-teddy-alfiansyah-21747752,"Emerald view, Bintaro, Tangerang Selatan, Banten",4.0,3.0,200 m²,"5,5 M"
13130,https://www.rumah.com/listing-properti/dijual-dijual-rumah-ciputat-dekat-bintaro-rumah-minimalis-di-cluster-jl-elang-sawah-lama-oleh-jodi-21749508,"Ciputat, Tangerang Selatan, Banten",3.0,3.0,100 m²,"1,75 M"
15825,https://www.rumah.com/listing-properti/dijual-bsd-sevilla-oleh-andi-21725475,"Jln sevilla, BSD, Tangerang Selatan, Banten",3.0,1.0,80 m²,"1,45 M"
27812,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-hook-area-aman-nyaman-di-puri-bintaro-jaya-9001-sc-oleh-fanta-r-tan-21599361,"Puri Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",3.0,3.0,210 m²,"5,8 M"
8427,https://www.rumah.com/listing-properti/dijual-gading-serpong-alicante-oleh-liana-fang-21790360,"Gading Serpong, Tangerang Selatan, Banten",5.0,4.0,203 m²,6 M
8384,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-di-puri-madani-residence-pondok-cabe-tangsel-oleh-juniardi-firdaus-21689598,"Puri Madani Residence, Pondok Cabe, Pamulang, Tangerang Selatan, Banten",6.0,4.0,120 m²,"2,5 M"
13276,https://www.rumah.com/listing-properti/dijual-town-house-dlavia-residence-bintaro-mulai-600jutaan-nego-oleh-tria-ananda-21748468,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,54 m²,"600,000678 jt"
11567,https://www.rumah.com/listing-properti/dijual-rumah-ready-siap-huni-dalam-cluster-di-selatan-jakarta-oleh-agus-priyatna-21621839,"Jl. Aria putra - Ciputat Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",2.0,2.0,40 m²,890 jt
334,https://www.rumah.com/listing-properti/dijual-rumah-strategis-di-daerah-tanggerang-selatan-oleh-qory-khairiyah-20719047,"Pamulang, Tangerang Selatan, Banten",3.0,1.0,40 m²,700 jt
22243,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-di-komplek-river-park-bintaro-jaya-sektor-8-tangerang-selatan-oleh-titin-zae-21286548,"Bintaro, Tangerang Selatan, Banten",6.0,8.0,600 m²,"7,8 M"
2533,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-tanpa-dp-cicilan-2-jutaan-oleh-sri-hartianti-21671567,"Jl. Prada Samlawi, Putat Nutug, Ciseeng Bogor, Pamulang, Tangerang Selatan, Banten",2.0,1.0,32 m²,383 jt
15277,https://www.rumah.com/listing-properti/dijual-menteng-bintaro-oleh-wira-mohamad-20858477,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,400 m²,"5,7 M"
19335,https://www.rumah.com/listing-properti/dijual-pamulang-barat-oleh-reno-syafrudin-21357501,"Pamulang, Tangerang Selatan, Banten",3.0,2.0,180 m²,"1,5 M"
17112,https://www.rumah.com/listing-properti/dijual-greenwich-aether-bsd-city-oleh-deasy-bunga-21500321,"BSD, Tangerang Selatan, Banten",4.0,3.0,165 m²,"3,5 M"
24216,https://www.rumah.com/listing-properti/dijual-de-brassia-de-park-bsd-oleh-deven-baldwin-21639137,"BSD, Tangerang Selatan, Banten",5.0,5.0,500 m²,20 M
28869,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-ceger-pondok-aren-bintaro-oleh-nova-ruviyanti-19970344,"Ceger Pondok Aren Bintaro, Bintaro, Tangerang Selatan, Banten",3.0,3.0,122 m²,"1,7 M"
14185,https://www.rumah.com/listing-properti/dijual-rumah-di-jual-bagus-siap-huni-di-discovery-bintaro-sektor-9-tangerang-selatan-oleh-pradana-21443223,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,250 m²,"4,4 M"
25599,https://www.rumah.com/listing-properti/dijual-rumah-dijual-rapi-siap-huni-artistik-huk-utara-barat-the-green-bsd-city-oleh-sonya-21284054,"The Green BSD City, BSD, Tangerang Selatan, Banten",3.0,3.0,330 m²,"5,8 M"
10361,https://www.rumah.com/listing-properti/dijual-emerald-bintaro-oleh-alexa-21770702,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,108 m²,"3,2 M"
7109,https://www.rumah.com/listing-properti/dijual-rumah-di-jual-bagus-minimalis-di-discovery-bintaro-tangerang-selatan-oleh-pradana-21745822,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,150 m²,"3,6 M"
16950,https://www.rumah.com/listing-properti/dijual-delatinos-rumah-dekat-dengan-berbagai-fasilitas-di-bsd-oleh-thea-sutanta-20813764,"BSD, Tangerang Selatan, Banten",3.0,2.0,100 m²,"2,1 M"
14090,https://www.rumah.com/listing-properti/dijual-serpong-green-park-cluster-emerald-oleh-zatu-shabrina-badlyn-21737502,"Jl. Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",2.0,1.0,55 m²,"1,44 M"
19680,https://www.rumah.com/listing-properti/dijual-rumah-dua-lantai-minimalis-di-serpong-oleh-erieq-21131134,"Jl Raya BSD Tembusan Viktor, BSD, Tangerang Selatan, Banten",3.0,2.0,55 m²,"954,5 jt"
8387,https://www.rumah.com/listing-properti/dijual-rumah-mewah-pasadena-residance-oleh-rendra-20858536,"Gading Serpong, BSD, Alam Sutera, Bintaro, Tangerang Selatan, Banten",5.0,5.0,283 m²,"7,0186 M"
16761,https://www.rumah.com/listing-properti/dijual-bintaro-sektor-9-oleh-muhammad-nur-21501441,"Bintaro, Tangerang Selatan, Banten",5.0,5.0,240 m²,"2,9 M"
2229,https://www.rumah.com/listing-properti/dijual-rumah-dengan-kolam-renang-pribadi-di-ciputat-siap-huni-oleh-arief-19679877,"Ciputat, Ciputat, Tangerang Selatan, Banten",7.0,6.0,316 m²,"6,5 M"
28188,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-6-area-menteng-oleh-iwari-20224204,"Area menteng bintaro jaya 6, Bintaro, Tangerang Selatan, Banten",5.0,5.0,255 m²,"5,9 M"
3125,https://www.rumah.com/listing-properti/dijual-istimewa-serpong-natura-city-fidelia-tanpa-bi-checking-dan-cicilan-bisa-menyesuaikan-kemampuan-oleh-arief-efendi-18023148,"Serpong Utara, Tangerang Selatan, Banten",1.0,1.0,27 m²,495 jt
27661,https://www.rumah.com/listing-properti/dijual-greenwich-cluster-caelus-oleh-liawati-21587781,"Cluster Caelus, BSD, Tangerang Selatan, Banten",4.0,4.0,248 m²,"5,3 M"
16570,https://www.rumah.com/listing-properti/dijual-rumah-homey-1-lantai-harga-lebih-murah-di-poondok-aren-sc-9670-oleh-ade-muliana-21719041,"pondok aren, Pondok Aren, Tangerang Selatan, Banten",3.0,4.0,500 m²,8 M
6492,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-sudah-shm-di-serpong-jaya-oleh-felicia-caroline-21795745,"Serpong, Tangerang Selatan, Banten",2.0,2.0,55 m²,"1,2 M"
22461,https://www.rumah.com/listing-properti/dijual-rumah-besar-di-kencana-loka-dan-bagus-di-jual-cepat-oleh-purba-21146037,"Jl.Kencana Loka, BSD, Tangerang Selatan, Banten",5.0,5.0,355 m²,"6,6 M"
13201,https://www.rumah.com/listing-properti/dijual-sektor-8b-gading-serpong-oleh-fifi-21579441,"Serpong, Tangerang Selatan, Banten",4.0,2.0,60 m²,975 jt
19029,https://www.rumah.com/listing-properti/dijual-magani-4-perumahan-tangerang-selatan-oleh-padil-21404784,"Jl lele pamulang Tangerang selatan, Pamulang, Tangerang Selatan, Banten",3.0,2.0,66 m²,700 jt
26256,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-minimalis-inspirahaus-r-bonus-2-ac-dan-1-kulkas-bsd-city-oleh-stephen-lim-21628839,"BSD, Tangerang Selatan, Banten",2.0,2.0,48 m²,"1,05 M"
22325,https://www.rumah.com/listing-properti/dijual-cluster-illustria-the-eminent-bsd-oleh-deven-baldwin-21661270,"BSD, Tangerang Selatan, Banten",3.0,2.0,92 m²,"2,55 M"
28758,https://www.rumah.com/listing-properti/dijual-dijual-baru-cluster-mewah-gading-serpong-pasadena-grand-residences-tangerang-selatan-oleh-dina-19768999,"Gading Serpong, Tangerang Selatan, Banten",4.0,3.0,194 m²,"4,8 M"
6627,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-1-2-lantai-lokasi-bintaro-tangerang-selatan-oleh-pangestu-21588958,"Bintaro, Tangerang Selatan, Banten",3.0,3.0,170 m²,"2,9 M"
29361,https://www.rumah.com/listing-properti/dijual-rumah-dijual-seken-terawat-harga-all-in-bebas-banjir-di-ciputat-tangerang-selatan-bisa-kpr-oleh-yonathan-mouses-21582813,"Perumahan Bukit Indah, Ciputat, Tangerang Selatan, Banten",3.0,3.0,120 m²,"1,28 M"
26781,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-9-jl-rajawali-oleh-sarah-21092360,"Jl Rajawali, Bintaro, Tangerang Selatan, Banten",3.0,3.0,144 m²,"2,65 M"
6393,https://www.rumah.com/listing-properti/dijual-rumah-komersial-pinggir-jalan-raya-dekat-bintaro-sektor-3a-gb10816-oleh-gabie-21796262,"pondok betung, Pondok Aren, Tangerang Selatan, Banten",5.0,3.0,450 m²,"4,5 M"
7136,https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-di-natura-serpong-subsidi-dp-50n-juta-oleh-mila-oktiviona-21792125,"Jalan Graha Jeumpa 2, Setu, Tangerang Selatan, Banten",2.0,1.0,70 m²,930 jt
20600,https://www.rumah.com/listing-properti/dijual-kencana-loka-oleh-mimi-puspita-21678914,"BSD, Tangerang Selatan, Banten",2.0,1.0,66 m²,950 jt
11930,https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-strategis-di-sektor-5-bintaro-jaya-oleh-yus-betty-21757797,"Sektor 5 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",5.0,3.0,180 m²,4 M
3557,https://www.rumah.com/listing-properti/dijual-graha-raya-oleh-elly-roslina-21317440,"Graha raya, Pondok Aren, Tangerang Selatan, Banten",4.0,3.0,150 m²,2 M
19062,https://www.rumah.com/listing-properti/dijual-perumahan-panorama-bali-residence-promo-all-in-5-juta-oleh-sandy-13391222,"Jl.H.usa putat nutug ciseeng, Serpong, Tangerang Selatan, Banten",2.0,1.0,40 m²,455 jt
23351,https://www.rumah.com/listing-properti/dijual-rumah-murah-di-ciputat-cluster-kampung-utan-dekat-stasiun-pondok-ranji-ciputat-timur-oleh-jodi-20798702,"Ciputat Timur, Tangerang Selatan, Banten",3.0,3.0,140 m²,"1,6 M"
13369,https://www.rumah.com/listing-properti/dijual-bintaro-oleh-elvy-tauchitasari-21515262,"Discovery, Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",5.0,4.0,250 m²,"4,5 M"
13425,https://www.rumah.com/listing-properti/dijual-dijual-rumah-strategis-akses-bsd-gading-serpong-kota-tertata-siap-huni-oleh-novia-ningrum-19858947,"BSD, Tangerang Selatan, Banten",4.0,4.0,170 m²,"3,8 M"
21027,https://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-bebas-banjir-strategis-di-serpong-garden-bisa-kpr-oleh-sarah-maghfiratan-warahmah-21674360,"Serpong Garden Cluster Green Harmony, Serpong, Tangerang Selatan, Banten",2.0,1.0,56 m²,800 jt
29312,https://www.rumah.com/listing-properti/dijual-perumahan-graha-raya-bintaro-oleh-vira-21583327,"graha raya bintaro, Bintaro, Tangerang Selatan, Banten",4.0,4.0,120 m²,"1,6 M"
8558,https://www.rumah.com/listing-properti/dijual-bintaro-sektor-3-10-juta-all-in-oleh-ismul-19418321,"Jl Unta, Bintaro, Tangerang Selatan, Banten",2.0,2.0,93 m²,1 M
14437,https://www.rumah.com/listing-properti/dijual-promo-rumah-minimalis-di-tangerang-selatan-oleh-rosita-21618192,"Jl Cilalung 3 Jombang, Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",2.0,1.0,36 m²,"619,24 jt"
21247,https://www.rumah.com/listing-properti/dijual-bsd-kencana-loka-oleh-denny-20152116,"Kencana Loka, BSD, Tangerang Selatan, Banten",2.0,1.0,66 m²,990 jt
26374,https://www.rumah.com/listing-properti/dijual-dijual-rumah-lokasi-sangat-strategis-di-cluster-sevilla-bsd-city-tangsel-hn-oleh-asep-andri-santoso-21627679,"Sevilla, Serpong, Tangerang Selatan, Banten",2.0,3.0,80 m²,"1,500000091 M"
15775,https://www.rumah.com/listing-properti/dijual-dijual-rumah-clucter-precia-eminent-bsd-oleh-susan-tjandra-21726110,"BSD, Tangerang Selatan, Banten",3.0,2.0,84 m²,"2,65 M"
5900,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-bintaro-sektor-5-oleh-sri-a-nst-20689976,"Pisok, Bintaro, Tangerang Selatan, Banten",3.0,2.0,160 m²,"2,8 M"
16872,https://www.rumah.com/listing-properti/dijual-discovery-bintaro-jaya-oleh-ratih-shinta-wardhani-20963374,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,160 m²,"3,1 M"
14011,https://www.rumah.com/listing-properti/dijual-pavillion-residence-bsd-oleh-harry-saputra-21743403,"BSD, Tangerang Selatan, Banten",7.0,5.0,136 m²,"2,15 M"
14917,https://www.rumah.com/listing-properti/dijual-delatinos-bsd-city-oleh-nurul-hidayati-19453616,"BSD, Tangerang Selatan, Banten",5.0,5.0,360 m²,"5,2 M"
5508,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-villa-pamulang-mas-tahap-2-oleh-lilik-20308278,"Pamulang, Tangerang Selatan, Banten",2.0,2.0,250 m²,"1,45 M"
26714,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-oleh-vivi-siregar-21541611,"Puri Bintaro, Bintaro, Tangerang Selatan, Banten",4.0,5.0,390 m²,"7,3 M"
23318,https://www.rumah.com/listing-properti/dijual-rumah-dalam-cluster-strategis-di-discovery-aluvia-bintaro-10464-sc-oleh-fanta-r-tan-21649992,"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",3.0,2.0,117 m²,3 M
2901,https://www.rumah.com/listing-properti/dijual-taman-puri-bintaro-bintaro-jaya-oleh-syamsul-bahrie-20231870,"Jl.Puri Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",4.0,3.0,120 m²,"2,7 M"
