,url,location,bed,bath,area,price
17108,https://www.rumah.com/listing-properti/dijual-anthea-bsd-oleh-deasy-bunga-21228465,"BSD, Tangerang Selatan, Banten",4.0,3.0,120 m²,"3,3 M"
3164,https://www.rumah.com/listing-properti/dijual-cassa-village-hunian-2-lantai-3kt-paling-murah-hanya-600jt-an-di-bsd-oleh-lastari-21473173,"Jl Al Husainy Parigi, Lengkong Wetan BSD, Serpong, Tangerang Selatan, Banten",3.0,2.0,45 m²,"699,999 jt"
3227,https://www.rumah.com/listing-properti/dijual-graha-bintaro-tangerang-selatan-oleh-nitra-soedono-21558339,"jalan Graha Bintaro tangerang selatan, Bintaro, Tangerang Selatan, Banten",5.0,4.0,150 m²,2 M
22615,https://www.rumah.com/listing-properti/dijual-rumah-di-bintaro-emerald-terrace-bintaro-jaya-lt-150-m2-11-oleh-nia-utania-21658354,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,200 m²,4 M
8842,https://www.rumah.com/listing-properti/dijual-bintaro-rumah-mewah-dan-megah-digolden-prime-bintaro-dekat-stasiun-oleh-naya-20206482,"JL SUKA DAMAI V BINTARO, Bintaro, Tangerang Selatan, Banten",3.0,2.0,50 m²,850 jt
4411,https://www.rumah.com/listing-properti/dijual-rumah-di-villa-bintaro-regency-pondok-aren-lt-108-m2-1-oleh-nia-utania-21807673,"Jl Nias Villa Bintaro Regency Pondok Aren, Pondok Aren, Tangerang Selatan, Banten",3.0,1.0,80 m²,"1,275 M"
15335,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-lokasi-strategis-di-blue-sapphire-residence-one-bsd-city-oleh-nathalia-tunggawidjaja-21322952,"BSD, Tangerang Selatan, Banten",3.0,2.0,75 m²,"1,1 M"
20643,https://www.rumah.com/listing-properti/dijual-delatinos-bsd-city-oleh-euisnovi-21066133,"BSD, Tangerang Selatan, Banten",3.0,3.0,170 m²,"2,7 M"
5488,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-bintaro-sektor-2-lokasi-strategis-oleh-meily-21796516,"Bintaro Sektor 2, Bintaro, Tangerang Selatan, Banten",4.0,3.0,100 m²,"1,975 M"
166,https://www.rumah.com/listing-properti/dijual-hot-sale-sektor-9-bintaro-oleh-santi-21749887,"Bintaro, Tangerang Selatan, Banten",3.0,3.0,142 m²,"2,5 M"
29076,https://www.rumah.com/listing-properti/dijual-bsd-terace-golf-oleh-marlon-21346118,"Bsd, BSD, Tangerang Selatan, Banten",4.0,4.0,835 m²,36 M
28012,https://www.rumah.com/listing-properti/dijual-pondok-aren-oleh-irwan-21138680,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,63 m²,"1,5 M"
3242,https://www.rumah.com/listing-properti/dijual-rumah-dijual-taman-telaga-golf-bsd-serpong-rumah-mewah-dekat-danau-oleh-leonardi-tanzil-17771751,"BSD, Tangerang Selatan, Banten",5.0,7.0,800 m²,15 M
7027,https://www.rumah.com/listing-properti/dijual-rumah-sangat-nyaman-di-strozzi-at-symphonia-di-gading-serpong-oleh-antoni-21793091,"gading serpong, Gading Serpong, Tangerang Selatan, Banten",3.0,2.0,92 m²,"2,4 M"
1347,https://www.rumah.com/listing-properti/dijual-perkici-bintaro-sektor-5-oleh-yunis-wirani-20881665,"Jln.Percik Bintaro sektor 5, Bintaro, Tangerang Selatan, Banten",3.0,3.0,150 m²,"3,85 M"
27181,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-3-oleh-cahyani-kurniawati-21101931,"Camar Bintaro Sektor 3, Bintaro, Tangerang Selatan, Banten",4.0,4.0,290 m²,"4,9 M"
9671,https://www.rumah.com/listing-properti/dijual-rumah-dengan-attic-view-2-lantai-mewah-di-strozzi-oleh-rony-ming-21776549,"gading serpong, Serpong Utara, Tangerang Selatan, Banten",3.0,2.0,92 m²,"2,4 M"
13766,https://www.rumah.com/listing-properti/dijual-estatika-bintaro-oleh-samsul-bahri-21734121,"Cendrawasih, Ciputat, Tangerang Selatan, Banten",3.0,3.0,80 m²,"1,4 M"
478,https://www.rumah.com/listing-properti/dijual-sutera-onyx-alam-sutera-oleh-adrian-ong-21824463,"Alam Sutera, Tangerang Selatan, Banten",5.0,5.0,250 m²,"3,8 M"
2027,https://www.rumah.com/listing-properti/dijual-the-eminent-cluster-ingenia-bsd-tangerang-red2360-oleh-gamaliel-21635497,"BSD, Tangerang Selatan, Banten",4.0,4.0,114 m²,"2,7 M"
18,https://www.rumah.com/listing-properti/dijual-rumah-dijual-bagus-dua-lantai-di-graha-raya-bintaro-oleh-amalia-21826337,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,150 m²,"1,9 M"
6197,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-bintaro-dekat-stasiun-pondok-ranji-oleh-suharko-20150941,"Bintaro, Tangerang Selatan, Banten",3.0,3.0,120 m²,"1,35 M"
22697,https://www.rumah.com/listing-properti/dijual-termurah-di-bsd-rumah-di-cluster-sevilla-bsd-lokasi-strategis-oleh-gatot-song-21623362,"BSD Sevilla, Tangerang, Banten, BSD, Tangerang Selatan, Banten",3.0,2.0,150 m²,"2,7 M"
21562,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-greenwich-park-bsd-oleh-meta-anggraeni-21668394,"BSD, Tangerang Selatan, Banten",4.0,4.0,170 m²,"5,5 M"
10341,https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-strategis-di-regency-melati-mas-serpong-oleh-fanny-beatrix-21149644,"REGENCY MELATI MAS SERPONG - TANGERANG SELATAN, BSD, Tangerang Selatan, Banten",2.0,1.0,45 m²,800 jt
15241,https://www.rumah.com/listing-properti/dijual-rumah-mewah-murah-di-bintaro-tangerang-selatan-oleh-gatot-saharso-19486554,"jln merpati bintaro tangerang selatan, Bintaro, Tangerang Selatan, Banten",5.0,3.0,240 m²,3 M
6976,https://www.rumah.com/listing-properti/dijual-rumah-villa-melati-mas-blok-h-oleh-syaiful-anhar-21793564,"Serpong Utara, Tangerang Selatan, Banten",8.0,5.0,500 m²,10 M
3156,https://www.rumah.com/listing-properti/dijual-green-serpong-bintaro-oleh-ponco-21417229,"Green Serpong Bintaro, Bintaro, Tangerang Selatan, Banten",3.0,2.0,110 m²,"1,75 M"
7152,https://www.rumah.com/listing-properti/dijual-serpong-rumah-2-lantai-hanya-500-jutaan-lokasi-di-serpong-paradise-city-mojoo-residence-serpong-oleh-bunga-salsabila-21792023,"Serpong paradise city, Serpong, Tangerang Selatan, Banten",3.0,2.0,55 m²,500 jt
14063,https://www.rumah.com/listing-properti/dijual-casa-village-bsd-cluster-modern-cantik-2-lantai-termurah-lokasi-strategis-oleh-lastari-20435534,"Jl al husainy kp perigi BSD, BSD, Tangerang Selatan, Banten",3.0,2.0,45 m²,600 jt
23747,https://www.rumah.com/listing-properti/dijual-komp-telkom-griya-satwika-ciputat-rumah-bagus-siap-huni-oleh-filen-21509116,"Legoso Raya, Ciputat, Tangerang Selatan, Banten",5.0,3.0,170 m²,"2,5 M"
6981,https://www.rumah.com/listing-properti/dijual-dijual-rumah-sutera-lavender-alam-sutera-oleh-syaiful-anhar-21793499,"Alam Sutera, Tangerang Selatan, Banten",4.0,3.0,200 m²,8 M
20965,https://www.rumah.com/listing-properti/dijual-rumah-istana-di-jual-mewah-bergaya-american-classic-di-bintaro-oleh-pradana-21476123,"Bintaro, Tangerang Selatan, Banten",9.0,9.0,1300 m²,19 M
29082,https://www.rumah.com/listing-properti/dijual-serpong-park-boulevard-oleh-lenna-18038302,"BSD, Tangerang Selatan, Banten",3.0,2.0,85 m²,"1,75 M"
5410,https://www.rumah.com/listing-properti/dijual-vila-dago-tol-oleh-meta-anggraeni-21807452,"Jl.Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",3.0,2.0,40 m²,650 jt
8388,https://www.rumah.com/listing-properti/dijual-new-menteng-dekat-dengan-toll-oleh-rendra-20853903,"Gading Serpong, BSD, Alam Sutera, Gading Serpong, Tangerang Selatan, Banten",4.0,4.0,217 m²,"4,9988 M"
3814,https://www.rumah.com/listing-properti/dijual-dijual-cepat-bu-rumah-di-sektor-9-bintaro-oleh-rohim-21811371,"Bintaro, Tangerang Selatan, Banten",4.0,2.0,100 m²,"2,3 M"
20694,https://www.rumah.com/listing-properti/dijual-rumah-terbaru-fresh-di-discovery-bintaro-sektor-9-9708-sc-08111119245-oleh-lucy-rachmala-21677825,"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2.0,1.0,50 m²,2 M
5567,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-bintaro-tangerang-selatan-banten-lokasi-strategis-oleh-eko-karsono-19835691,"Gg. Musholla, Bintaro, Tangerang Selatan, Banten",4.0,4.0,250 m²,3 M
21878,https://www.rumah.com/listing-properti/dijual-rumah-semi-furnished-sudah-renov-di-sektor-9-bintaro-tk-10626-ry-oleh-ade-muliana-21665463,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2.0,1.0,75 m²,"1,975 M"
14596,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-kencana-loka-bsd-tangerang-selatan-oleh-riris-21216973,"BSD, Tangerang Selatan, Banten",3.0,3.0,200 m²,3 M
3618,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-cirendeu-furnished-komplek-asri-dekat-toll-oleh-titi-21762990,"Ciputat Timur, Tangerang Selatan, Banten",4.0,5.0,300 m²,5 M
17073,https://www.rumah.com/listing-properti/dijual-puri-bintaro-oleh-santi-20993474,"Bintaro, Tangerang Selatan, Banten",4.0,2.0,192 m²,"2,75 M"
18992,https://www.rumah.com/listing-properti/dijual-hunian-cantik-dan-mewah-di-kebayoran-bintaro-gb-4013-ry-oleh-roni-21693915,"Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",4.0,4.0,400 m²,12 M
1619,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-dalam-cluster-ekslusive-di-bintaro-lokasi-strategis-dekat-pintu-tol-oleh-putu-dewi-20413908,"Bintaro jaya sektor 7, Bintaro, Tangerang Selatan, Banten",4.0,5.0,450 m²,16 M
8853,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-pamulang-lestari-oleh-eko-nugroho-20601587,". Jl. Surya Kencana, Pamulang, Tangerang Selatan, Banten",2.0,1.0,60 m²,565 jt
11781,https://www.rumah.com/listing-properti/dijual-rumah-classic-kokoh-memiliki-halaman-yang-luas-di-pondok-cabe-pamulang-lokasi-strategis-oleh-amalia-21234523,"Pamulang, Tangerang Selatan, Banten",3.0,2.0,250 m²,2 M
1797,https://www.rumah.com/listing-properti/dijual-rumah-di-jual-di-ciputat-hunian-mewah-fasilitas-lengkap-akses-mudah-ke-transportasi-ada-di-diamon-oleh-abdul-munir-21238044,"Bulak Wangi, Ciputat, Tangerang Selatan, Banten",3.0,2.0,73 m²,"1,5055 M"
3666,https://www.rumah.com/listing-properti/dijual-rumah-tenang-dan-nyaman-di-serpong-lokasi-strategis-oleh-agus-priyatna-20277238,"Jl. Raya Pendidikan - Rawa kalong Serpong, Serpong, Tangerang Selatan, Banten",3.0,2.0,69 m²,"1,2 M"
20999,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-siap-huni-bintaro-tangerang-selatan-oleh-olekadi-21112854,"Jl menteng, Bintaro, Tangerang Selatan, Banten",7.0,7.0,500 m²,"7,7 M"
25556,https://www.rumah.com/listing-properti/dijual-regency-melati-mas-oleh-ida-murni-20643278,"Jl Serpong Raya, BSD, Tangerang Selatan, Banten",3.0,2.0,120 m²,"1,8 M"
9023,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-graha-raya-bintaro-kaya-yn-kwi-oleh-meily-19710926,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,90 m²,"1,4 M"
21844,https://www.rumah.com/listing-properti/dijual-hot-sale-rumah-harga-lebih-murah-di-river-park-bintaro-sc-10477-oleh-ade-muliana-21665989,"bintaro sektor 8, Bintaro, Tangerang Selatan, Banten",3.0,3.0,155 m²,4 M
2515,https://www.rumah.com/listing-properti/dijual-rumah-baru-bintaro-2-lantai-rooftop-harga-all-in-oleh-danur-priyambodo-21758737,"Bintaro, Tangerang Selatan, Banten",2.0,2.0,60 m²,888 jt
21296,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-9-graha-taman-bintaro-jaya-oleh-vie-21179576,"Jl.Graha Bintaro, Bintaro, Tangerang Selatan, Banten",6.0,4.0,225 m²,"5,5 M"
5682,https://www.rumah.com/listing-properti/dijual-town-house-bagus-murah-redy-huni-bintaro-oleh-taofik-muliadi-21722923,"Jl jati jurang Mangu bintaro, BSD, Tangerang Selatan, Banten",4.0,3.0,135 m²,"1,8 M"
28616,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-bintaro-jaya-sektor-3-oleh-sofiana-dewi-21440952,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,110 m²,4 M
9258,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-bagus-2-lantai-di-pondok-aren-tangerang-selatan-oleh-lilik-s-21695447,"Pondok Aren, Tangerang Selatan, Banten",3.0,2.0,71 m²,"1,6 M"
27655,https://www.rumah.com/listing-properti/dijual-ciputat-oleh-hari-delpiero-susanto-21600571,"Ciputat, Tangerang Selatan, Banten",3.0,2.0,72 m²,"1,466 M"
20593,https://www.rumah.com/listing-properti/dijual-cluster-nempel-tol-bsd-oleh-lukman-nulhakim-21677750,"Jalan : Buaran, Serpong, Tangerang Selatan, Banten",4.0,3.0,104 m²,"1,55 M"
28920,https://www.rumah.com/listing-properti/dijual-sheffield-greenwich-bsd-oleh-deven-baldwin-21587104,"BSD, Tangerang Selatan, Banten",5.0,5.0,275 m²,"6,8 M"
28288,https://www.rumah.com/listing-properti/dijual-rumah-baru-di-bintaro-jaya-discovery-oleh-teguh-eri-wibowo-20614122,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,152 m²,"4,4 M"
9076,https://www.rumah.com/listing-properti/dijual-cluster-elite-termurah-di-kawasan-bsd-hanya-900-jtan-2-lantai-free-biaya-biaya-dekat-pasar-modern-ra-oleh-akbari-ghani-azis-21766803,"Bsd, Serpong, tangsel dekat stasiun rawa buntu, Gading Serpong, Tangerang Selatan, Banten",3.0,2.0,55 m²,900 jt
13115,https://www.rumah.com/listing-properti/dijual-britania-hills-lite-oleh-anisa-fitriyanti-20864095,"Jl.Cendana, Pondok miri ,Rawakalong, BSD, Tangerang Selatan, Banten",2.0,1.0,36 m²,499 jt
16299,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-griya-loka-bsd-oleh-meta-anggraeni-21673895,"BSD, Tangerang Selatan, Banten",4.0,5.0,250 m²,"2,3 M"
28915,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-sektor-1e-gading-serpong-oleh-cinthia-21319329,"Gading Serpong, Tangerang Selatan, Banten",4.0,3.0,160 m²,"2,45 M"
9777,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-bagus-di-emerald-view-bintaro-jaya-sek-9-oleh-adi-19788064,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,155 m²,"3,69 M"
10917,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cluster-ritzone-the-icon-bsd-tangerang-selatan-oleh-lina-noviarini-21269419,"Cluster Ritzone, The Icon, BSD, Tangerang Selatan, Banten",5.0,5.0,180 m²,"4,5 M"
22763,https://www.rumah.com/listing-properti/dijual-neo-catalonia-bsd-oleh-lisa-21100224,"BSD, Tangerang Selatan, Banten",2.0,1.0,60 m²,"1,3 M"
16056,https://www.rumah.com/listing-properti/dijual-rumah-murah-1-lantai-pamulang-dekat-sekolah-taruna-mandiri-oleh-juna-21611607,"Tangerang Selatan, Pd. Benda, Kec. Pamulang, Pamulang, Tangerang Selatan, Banten",2.0,1.0,45 m²,450 jt
16246,https://www.rumah.com/listing-properti/dijual-pamulang-tangerang-selatan-oleh-keygreen-18316560,"Pamulang, Pamulang, Tangerang Selatan, Banten",2.0,1.0,45 m²,610 jt
10702,https://www.rumah.com/listing-properti/dijual-brand-new-house-modern-minimalis-harga-terjangkau-di-cirendeu-oleh-inung-19377004,"Ciputat Timur, Tangerang Selatan, Banten",3.0,2.0,104 m²,"1,7 M"
14093,https://www.rumah.com/listing-properti/dijual-serpong-oleh-agnes-21742590,"Serpong, Tangerang Selatan, Banten",3.0,3.0,57 m²,1 M
27681,https://www.rumah.com/listing-properti/dijual-rumah-dijual-dekat-permata-bintaro-jaya-siap-huni-oleh-yulia-rachmawati-19207323,"jalan swadaya perigi, Bintaro, Tangerang Selatan, Banten",3.0,4.0,110 m²,"1,9 M"
7047,https://www.rumah.com/listing-properti/dijual-rumah-bersih-dan-terawat-siap-huni-di-pondok-aren-am-8031-ry-oleh-ade-muliana-21792375,"Pondok Aren, Tangerang Selatan, Pondok Aren, Tangerang Selatan, Banten",3.0,3.0,140 m²,"1,825 M"
21268,https://www.rumah.com/listing-properti/dijual-jual-murah-rumah-3-unit-rumah-brand-new-fully-furnished-dibintaro-sektor-5-oleh-zumi-mahmud-20953309,"Bintaro, Bintaro, Tangerang Selatan, Banten",4.0,4.0,115 m²,"1,9 M"
10365,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-2-oleh-nitra-soedono-21770678,"Jalan Walet bintaro, Bintaro, Tangerang Selatan, Banten",4.0,3.0,350 m²,"12,5 M"
24224,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-full-marmer-2-5-lantai-cluster-heron-summarecon-oleh-antoni-21638993,"Jl. Springs Boulevard, Cihuni,, BSD, Tangerang Selatan, Banten",4.0,4.0,207 m²,"5,272 M"
21215,https://www.rumah.com/listing-properti/dijual-discovery-bintaro-oleh-mitha-sahara-21513485,"Discovery Bintaro, Bintaro, Tangerang Selatan, Banten",4.0,3.0,200 m²,"3,7 M"
10194,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cantik-dekat-pintu-tol-di-bintaro-oleh-putu-dewi-21260810,"Bintaro, Tangerang Selatan, Banten",3.0,3.0,180 m²,"3,5 M"
24167,https://www.rumah.com/listing-properti/dijual-bsd-oleh-leni-susanto-21612621,"BSD, Tangerang Selatan, Banten",3.0,2.0,70 m²,"1,7 M"
8971,https://www.rumah.com/listing-properti/dijual-rumah-hommy-5-kamar-tidur-siap-dihuni-di-sektor-9-bintaro-gb-6182-dz-oleh-shanty-suntea-21788021,"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",5.0,5.0,450 m²,8 M
19321,https://www.rumah.com/listing-properti/dijual-smart-home-living-di-pamulang-ada-privat-pool-oleh-suharto-gunadis-17982394,"Pondok Indah Pamulang, Pamulang, Tangerang Selatan, Banten",3.0,2.0,75 m²,"1,03 M"
1520,https://www.rumah.com/listing-properti/dijual-pamulang-oleh-hambali-16816257,". Jl. Puspitek, Pamulang, Tangerang Selatan, Banten",2.0,2.0,54 m²,820 jt
19003,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-9-jl-mertilang-oleh-sarah-21693820,"Jl Mertilang, Bintaro, Tangerang Selatan, Banten",3.0,3.0,142 m²,"2,5 M"
19280,https://www.rumah.com/listing-properti/dijual-rumah-baru-2-lantai-cluster-welton-at-hiera-bsd-free-dp-oleh-christo-21691444,"Boulevard Hiera BSD, BSD, Tangerang Selatan, Banten",3.0,3.0,116 m²,"2,60196999 M"
27925,https://www.rumah.com/listing-properti/dijual-rumah-cantik-dan-mewah-alam-sutera-sutera-olivia-oleh-siu-lie-21595955,"Alam Sutera, Tangerang Selatan, Banten",6.0,5.0,280 m²,"5,9 M"
22646,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-di-perumahan-pondok-safari-indah-pondok-aren-tangerang-selatan-oleh-lisa-hafrizal-21657968,"perumahan pondok safari indah, Pondok Aren, Tangerang Selatan, Banten",4.0,2.0,159 m²,"1,39 M"
23952,https://www.rumah.com/listing-properti/dijual-jual-rumah-cantik-siap-huni-di-bintaro-rp-3-5-m-nego-oleh-roswina-eka-putri-19827921,"Bintaro Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",6.0,4.0,180 m²,"3,5 M"
10275,https://www.rumah.com/listing-properti/dijual-river-park-oleh-lia-hikma-21771561,"River Park Bintaro Jaya Sektor 8, Bintaro, Tangerang Selatan, Banten",3.0,3.0,180 m²,"4,5 M"
2184,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-9-oleh-dewi-19345718,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,120 m²,"2,56 M"
17144,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-bukit-golf-terrace-bsd-oleh-uthe-19708760,"Lengkong Wetan, Kec. Serpong, Tangsel, BSD, Tangerang Selatan, Banten",6.0,6.0,783 m²,"17,5 M"
17467,https://www.rumah.com/listing-properti/dijual-rumah-dijual-villa-melati-mas-di-serpong-tangerang-selatan-oleh-sri-aryati-20746083,"Serpong, Tangerang Selatan, Banten",3.0,1.0,70 m²,"1,95 M"
20585,https://www.rumah.com/listing-properti/dijual-promo-khusus-hari-ini-smart-home-yang-paling-baru-di-ciputat-timur-tangsel-oleh-aditya-21314035,"Jl. Jambu, Cempaka Putih, Kec. Ciputat Timur, Pondok Aren, Tangerang Selatan, Banten",3.0,2.0,63 m²,"1,7 M"
29229,https://www.rumah.com/listing-properti/dijual-emerald-view-oleh-suharko-19794922,"Pondok Aren, Tangerang Selatan, Banten",7.0,6.0,300 m²,"3,85 M"
1477,https://www.rumah.com/listing-properti/dijual-dijual-rumah-rapi-terawat-di-villa-melati-mas-bsd-oleh-putu-dewi-17975007,"Villa melati mas, BSD, Tangerang Selatan, Banten",3.0,1.0,108 m²,"2,5 M"
3218,https://www.rumah.com/listing-properti/dijual-serpong-tangerang-selatan-oleh-asep-20882758,"Jl raya serpong, Serpong, Tangerang Selatan, Banten",3.0,2.0,72 m²,900 jt
14878,https://www.rumah.com/listing-properti/dijual-estatika-oleh-samsul-bahri-21734789,"Cendrawasih, Ciputat, Tangerang Selatan, Banten",3.0,3.0,80 m²,"1,4 M"
25466,https://www.rumah.com/listing-properti/dijual-rumah-di-cluster-samara-gading-serpong-oleh-esther-widjaja-17341793,"Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",2.0,1.0,100 m²,850 jt
16562,https://www.rumah.com/listing-properti/dijual-rumah-bsd-korea-aerra-by-eonna-tipe-9x16-mewah-tipe-3-lantai-harga-perdana-oleh-william-21224820,"Cluster EONNA BSD City, BSD, Tangerang Selatan, Banten",6.0,5.0,255 m²,"6,284254 M"
25548,https://www.rumah.com/listing-properti/dijual-pamulang-permai-oleh-ida-murni-20485598,"Jl Pamulang Raya, Pamulang, Tangerang Selatan, Banten",3.0,2.0,145 m²,"1,3 M"
19716,https://www.rumah.com/listing-properti/dijual-cluster-graha-bintaro-jaya-oleh-amdoni-21645520,"Graha Raya, Pondok Aren, Tangerang Selatan, Banten",4.0,3.0,200 m²,"3,5 M"
23808,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-siap-huni-di-bintaro-jaya-oleh-mei-utami-21129005,"Bintaro, Tangerang Selatan, Banten",4.0,2.0,110 m²,"2,1 M"
14374,https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-di-kebayoran-symphoni-bintaro-jaya-sektor-7-oleh-delfani-al-qutdri-adell-20421865,"Kebayoran Residence, Bintaro, Tangerang Selatan, Banten",5.0,4.0,249 m²,"5,75 M"
1559,https://www.rumah.com/listing-properti/dijual-wisma-pondok-aren-bintaro-oleh-sarah-21192901,"Wisma Pondok Aren, Bintaro, Tangerang Selatan, Banten",6.0,3.0,296 m²,"4,9 M"
26093,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-rapi-dan-siap-huni-di-melati-mas-tangerang-selatan-rm00078-oleh-jennifer-21630317,"Regensi Melati Mas, Serpong Utara, Tangerang Selatan, Banten",5.0,4.0,165 m²,"2,1 M"
13658,https://www.rumah.com/listing-properti/dijual-naraya-serpong-oleh-rizky-21745998,"dekat taman tekno bsd city, Serpong, Tangerang Selatan, Banten",3.0,2.0,71 m²,975 jt
